Item,Index,Rec.Date,Vender,Plant,Receiving No.,PR No.,PO No.,Request No.,User Name,Dept.,Inv. No.,SP/HM No.,S/N No.,Inv. Date,PR type,Part type,Description,Quantity, Amount ,Remark
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23011,DNI284102PK,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502026
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23015,DNI284102W3,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502027
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23003,DNI284102VB,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502028
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23021,DNI284102WK,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502029
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23010,DNI284102U2,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502030
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23020,DNI284102PH,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502031
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23005,DNI284102NY,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502032
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23019,DNI284102DR,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502033
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23004,DNI284102US,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502034
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23022,DNI284102UV,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502035
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23008,DNI284102QN,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502036
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23007,DNI284102SW,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502037
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23018,DNI284102VS,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502038
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23009,DNI284102VM,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502039
43,INV250043,19-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020113,PR25010062,2310005996,IT25010218,WITTAYA P.,ITS,NVAA6802/0097,HM23006,DNI284102QQ,19-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SPS2502040
44,INV250044,21-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020229,PR25020193,2310006491,IT25020252,ONPHIMON M.,BSD2,IV016802/0068,,,21-Feb-25,Repair,Laptop,Z8IAKB(THAI)BK W/TOP ASSY BK SP (Upper Case),1," 2,350.00 ",
44,INV250044,21-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020229,PR25020193,2310006491,IT25020252,ONPHIMON M.,BSD2,IV016802/0068,,,21-Feb-25,Repair,Laptop,"Z8I BASE SUB ASSY BLACK,PCR60 SP (Lower Case)",1," 2,100.00 ",
45,INV250045,21-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020230,PR25020108,2310006486,IT25020063,SURACHET P.,ITS,IV16802/0069,,,21-Feb-25,Repair,Laptop,"Z8I BASE SUB ASSY BLACK,PCR60 SP (Lower Case)",1," 2,100.00 ",
45,INV250045,21-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020230,PR25020108,2310006486,IT25020063,SURACHET P.,ITS,IV16802/0069,,,21-Feb-25,Repair,Service,Service fee,1, 300.00 ,
45,INV250045,21-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020230,PR25020108,2310006486,IT25020064,SURACHET P.,ITS,IV16802/0069,,,21-Feb-25,Repair,Laptop,"Z8I BASE SUB ASSY BLACK,PCR60 SP (Lower Case)",1," 2,100.00 ",
45,INV250045,21-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25020230,PR25020108,2310006486,IT25020064,SURACHET P.,ITS,IV16802/0069,,,21-Feb-25,Repair,Service,Service fee,1, 300.00 ,
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502013,449330H120A0778,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25030696
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502014,449330H120A0769,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25030975
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502015,449330H120A0768,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25030696
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502016,449330H120A0777,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25030696
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502017,449330H120A0779,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25030406
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502018,449330H120A0732,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25030370
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502019,449330H120A0772,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25030364
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502020,449330H120A0736,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25030364
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502021,449330H120A0722,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25031047
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502022,449330H120A0773,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25031047
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502023,449330H120A0749,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25040307
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502024,449330H120A0727,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25040307
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502025,449330H120A0775,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25040317
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502026,449330H120A0725,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25040397
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502027,449330H120A0721,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25050023
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502028,449330H120A0742,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25050160
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502029,449330H120A0748,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25050356
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502030,449330H120A0757,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25020684
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502031,449330H120A0771,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25040139
46,INV250046,21-Feb-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25020235,PR25020281,2310006575,,WATCHARAPONG W.,IT,IV6802134,SP2502032,449330H120A0776,21-Feb-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 420.00 ,IT25040134
47,INV250047,25-Feb-25,"Z-PLUS CO.,LTD.",LPN1,P25020304,PR24120250,2310005725,IT24120508,WARUT M.,IT,M25/013,,,24-Feb-25,MA System,MA System,Monthly System Maintenance for LPN1 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P2
48,INV250048,25-Feb-25,"Z-PLUS CO.,LTD.",LPN2,P25020305,PR24120252,2310005726,IT24120508,WARUT M.,ITS,M25/014,,,24-Feb-25,MA System,MA System,Monthly System Maintenance for LPN2 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P2
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23023,DNI284102WR,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502001
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23024,DNI284102U5,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502002
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23025,DNI284102JD,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502003
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23026,DNI284102R2,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502004
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23027,DNI284102R7,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502005
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23028,DNI284102PB,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502006
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23029,DNI284102VN,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502007
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23030,DNI284102U3,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502008
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23031,DNI284102MU,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502009
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23032,DNI284102V4,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502010
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23033,DNI284102MV,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502011
49,INV250049,26-Feb-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,,PR25010085,2310006029,IT25020603,Viriya T.,IT,NVAA6802/0136,HM23034,DNI284102UK,26-Feb-25,Hardware,Switching Hub,"CISCO Catalyst 1300 24-port GE,4x1G SFP#C1300-24t-4G",1," 13,200.00 ",SP2502012
50,INV250050,27-Feb-25,RICOH (THAILAND) LTD.,LPN1,,PR25020537,2310006818,,SUPASSORN R.,IT,10577111,,,20-Feb-25,Printer Rent,RICOH,Hana printing charge of Feb 2025 at LPN1.,1," 32,141.32 ",
51,INV250051,27-Feb-25,RICOH (THAILAND) LTD.,LPN2,,PR25020538,2310006802,,SUPASSORN R.,ITS,10577112,,,20-Feb-25,Printer Rent,RICOH,Hana printing charge of Feb 2025 at LPN2.,1," 5,168.16 ",
52,INV250052,4-Mar-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25030031,PR25020427,2310006718,IT25020632,DONRUETHAI K.,PUR,NVAA6803/0024,HM22999,1H85040LN2,4-Mar-25,Asset,Laptop,HP 15.6 inch Laptop 15-fd0493TU,1," 14,200.00 ",HCOPUR3105
53,INV250053,4-Mar-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25030010,PR25020513,2310006764,IT25020851,DARAWAN SOMKHRUA,PLN2,NVAA6803/0018,HM23000,1H85040LN8,4-Mar-25,Asset,Laptop,HP 15.6 inch Laptop 15-fd0493TU,1," 14,200.00 ",HCOPMCS3106
54,INV250054,5-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030059,PR25020390,2310006711,IT25030123,WATCHARAPONG W.,IT,IV68030503,HM23001,MRJWR11006447000135910,5-Mar-25,Asset,Projector,"Acer Vero XL2330W DLP Laser Projector (5000 ANSI Lumens , WXGA)",1," 25,200.00 ",HLPTITT008
55,INV250055,5-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030059,PR25020416,2310006741,,WATCHARAPONG W.,IT,IV68030502,SP2503001,BBRNSST1512G25020651,5-Mar-25,Spare part,SSD,SSD 2.5 SATA 512.GB (3Y) Blackberry (BBR512GST1),1, 790.00 ,
55,INV250055,5-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030059,PR25020416,2310006741,,WATCHARAPONG W.,IT,IV68030502,SP2503002,BBRNSST1512G25020653,5-Mar-25,Spare part,SSD,SSD 2.5 SATA 512.GB (3Y) Blackberry (BBR512GST1),1, 790.00 ,
55,INV250055,5-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030059,PR25020416,2310006741,,WATCHARAPONG W.,IT,IV68030502,SP2503003,BBRNSST1512G25020368,5-Mar-25,Spare part,SSD,SSD 2.5 SATA 512.GB (3Y) Blackberry (BBR512GST1),1, 790.00 ,
55,INV250055,5-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030059,PR25020416,2310006741,,WATCHARAPONG W.,IT,IV68030502,SP2503004,BBRNSST1512G25010502,5-Mar-25,Spare part,SSD,SSD 2.5 SATA 512.GB (3Y) Blackberry (BBR512GST1),1, 790.00 ,
55,INV250055,5-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030059,PR25020416,2310006741,,WATCHARAPONG W.,IT,IV68030502,SP2503005,BBRNSST1512G25010431,5-Mar-25,Spare part,SSD,SSD 2.5 SATA 512.GB (3Y) Blackberry (BBR512GST1),1, 790.00 ,IT25030454
56,INV250056,5-Mar-25,"Wise solution and consulting co.,ltd.",LPN2,P25030026,PR25020417,2310006742,,SURACHET P.,ITS,IV68030501,,,5-Mar-25,Spare part,SSD,SSD 2.5 SATA 512.GB (3Y) Blackberry (BBR512GST1),5," 3,950.00 ",
57,INV250057,6-Mar-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25030136,2310006933,,Warut M.,IT,356429670,,,1-Feb-25,Network,Internet fee,Internet service charge in  Jan 2025 at LPN1.,1," 35,000.00 ","new price (60,000)"
58,INV250058,7-Mar-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN2,P25030043,PR25020554,2310006874,IT25010256,ROTJANAS M.,OP1S,IV6803028,HM23043,1H85034NHX,7-Mar-25,Asset,Laptop,Notebook HP Essential 15-fd0342TU (B12T9PA#AKL),1," 16,900.00 ",HCOOP1S3107
58,INV250058,7-Mar-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN2,P25030043,PR25020554,2310006874,IT25010459,NANTHAWUT S.,OP1S,IV6803028,HM23044,1H805034NMD,7-Mar-25,Asset,Laptop,Notebook HP Essential 15-fd0342TU (B12T9PA#AKL),1," 16,900.00 ",HCOOP1S3108
59,INV250059,7-Mar-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN2,P25030051,PR25020147,2310006464,IT25020078,PRAKASIT JAIPING,OP1,013590,,,6-Mar-25,Spare part,Battery,Bat Asus M510DA-BR002T SN : LCNXCV14T771526 1818-2,1," 1,950.00 ",
60,INV250060,10-Mar-25,Aware Corporation Limited.,LPN1,P25030125,PR24030346,2310001582,,WARUT M.,IT,AIV20251369,,,1-Mar-25,Software,License,AWS HANA Web Application Firewall (WAF) Project (LPN1) HANA Lpn557 (MAR),1," 13,200.00 ",P12 : P12
61,INV250061,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN2,P25030091,PR25030064,2310006873,IT25020949,PATTARAPOL K.,BSD2,IV68031202,HM23045,NXKSGST0024190461A2N00,12-Mar-25,Asset,Laptop,Notebook Acer Swift Go 14 SFG14-73-71ZY (Pure Silver),1," 29,700.00 ",HCOCUSS3109
62,INV250062,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN2,P25030091,PR25030009,2310006862,,SURACHET P.,ITS,IV68031203,,,12-Mar-25,Spare part,HDMI,Cable HDMI 4K M/M (5M) V.2.0 UGREEN 50821,5," 1,600.00 ",
62,INV250062,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN2,P25030091,PR25030009,2310006862,,SURACHET P.,ITS,IV68031203,,,12-Mar-25,Spare part,HDMI,Cable HDMI 4K M/M (3M) V.2.0 UGREEN 50820,5," 1,400.00 ",
62,INV250062,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN2,P25030091,PR25030009,2310006862,,SURACHET P.,ITS,IV68031203,,,12-Mar-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,20," 11,800.00 ",
62,INV250062,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN2,P25030091,PR25030009,2310006862,,SURACHET P.,ITS,IV68031203,,,12-Mar-25,Spare part,SSD,512 GB SSD SATA HIKSEMI CITY SSD E100 (STD) (HS-SSD-E100 512G),5," 4,100.00 ",
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503006,3401141456,12-Mar-25,Spare part,RAM,"RAM DDR4(3200, NB) 8GB KINGSTON VALUE RAM (KVR32S22S8/8)",1, 550.00 ,
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503007,3401141469,12-Mar-25,Spare part,RAM,"RAM DDR4(3200, NB) 8GB KINGSTON VALUE RAM (KVR32S22S8/8)",1, 550.00 ,IT25040527
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503008,3401141476,12-Mar-25,Spare part,RAM,"RAM DDR4(3200, NB) 8GB KINGSTON VALUE RAM (KVR32S22S8/8)",1, 550.00 ,IT25050026
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503009,3401141451,12-Mar-25,Spare part,RAM,"RAM DDR4(3200, NB) 8GB KINGSTON VALUE RAM (KVR32S22S8/8)",1, 550.00 ,IT25050290
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503010,3401141434,12-Mar-25,Spare part,RAM,"RAM DDR4(3200, NB) 8GB KINGSTON VALUE RAM (KVR32S22S8/8)",1, 550.00 ,IT25040930
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503011,3401141525,12-Mar-25,Spare part,RAM,"RAM DDR4(3200, NB) 8GB KINGSTON VALUE RAM (KVR32S22S8/8)",1, 550.00 ,IT25040934
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503012,3401141461,12-Mar-25,Spare part,RAM,"RAM DDR4(3200, NB) 8GB KINGSTON VALUE RAM (KVR32S22S8/8)",1, 550.00 ,IT25050067
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503013,3401141446,12-Mar-25,Spare part,RAM,"RAM DDR4(3200, NB) 8GB KINGSTON VALUE RAM (KVR32S22S8/8)",1, 550.00 ,IT25050163
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503014,3401141526,12-Mar-25,Spare part,RAM,"RAM DDR4(3200, NB) 8GB KINGSTON VALUE RAM (KVR32S22S8/8)",1, 550.00 ,IT25040126
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503015,3401141521,12-Mar-25,Spare part,RAM,"RAM DDR4(3200, NB) 8GB KINGSTON VALUE RAM (KVR32S22S8/8)",1, 550.00 ,IT25050022
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503016,PM658520075400S302,12-Mar-25,Spare part,SSD,512 GB SSD SATA LEXAR NS100 (LNS100-512RBAP),1, 890.00 ,IT25060453
